,bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,fips
8604,3.0,4.0,2531.0,408352.0,6111.0
8605,1.0,3.0,1163.0,41786.0,6037.0
8606,1.0,2.0,720.0,119697.0,6037.0
8607,2.0,1.0,1533.0,839522.0,6037.0
8608,3.0,5.0,2544.0,281739.0,6037.0
8609,3.0,4.0,2734.0,496455.0,6111.0
8610,3.0,4.0,2339.0,1013512.0,6059.0
8611,2.0,5.0,1959.0,551949.0,6037.0
8612,2.0,2.0,1117.0,299000.0,6037.0
8613,2.0,3.0,1686.0,811693.0,6037.0
8614,1.0,3.0,1825.0,370793.0,6037.0
8615,1.0,2.0,928.0,156073.0,6059.0
8616,2.0,2.0,1083.0,402599.0,6059.0
8617,2.0,2.0,980.0,365017.0,6037.0
8618,6.5,5.0,7396.0,1932153.0,6111.0
8619,6.5,5.0,8205.0,4450000.0,6059.0
8620,2.0,2.0,1027.0,281267.0,6059.0
8621,1.0,3.0,1144.0,265988.0,6059.0
8622,2.0,2.0,973.0,324000.0,6037.0
8623,2.0,3.0,1758.0,140998.0,6037.0
8624,1.5,3.0,1159.0,333002.0,6059.0
8625,1.0,3.0,988.0,87227.0,6037.0
8626,3.0,4.0,1996.0,274033.0,6037.0
8627,3.0,3.0,1289.0,232994.0,6037.0
8628,2.0,3.0,1215.0,248535.0,6037.0
8629,2.0,3.0,1000.0,305000.0,6037.0
8630,2.0,2.0,1573.0,390000.0,6037.0
8631,2.0,3.0,1560.0,193000.0,6037.0
8632,3.0,4.0,1806.0,200399.0,6037.0
8633,2.0,3.0,1220.0,61252.0,6037.0
8634,2.5,3.0,1733.0,614159.0,6059.0
8635,3.0,4.0,2606.0,461550.0,6037.0
8636,4.0,3.0,1975.0,176918.0,6037.0
8637,2.0,3.0,2259.0,250601.0,6037.0
8638,3.0,5.0,2259.0,342364.0,6037.0
8639,1.0,3.0,1044.0,98771.0,6111.0
8640,4.0,5.0,3748.0,1472095.0,6037.0
8641,2.5,4.0,2405.0,974640.0,6059.0
8642,3.0,3.0,2857.0,628904.0,6059.0
8643,3.0,3.0,2620.0,494762.0,6037.0
8644,3.0,3.0,1578.0,386906.0,6037.0
8645,1.0,2.0,1229.0,277029.0,6037.0
8646,0.0,0.0,,538183.0,6037.0
8647,3.0,3.0,1700.0,929968.0,6037.0
8648,1.0,2.0,884.0,208047.0,6059.0
8649,3.0,5.0,2272.0,594539.0,6059.0
8650,3.0,4.0,2860.0,535012.0,6059.0
8651,2.0,2.0,1268.0,463660.0,6059.0
8652,3.0,5.0,2130.0,502548.0,6037.0
8653,3.0,4.0,1715.0,194580.0,6037.0
8654,2.0,2.0,1040.0,106413.0,6037.0
8655,2.0,2.0,883.0,21071.0,6037.0
8656,2.0,4.0,1828.0,711000.0,6059.0
8657,2.0,4.0,1540.0,90662.0,6059.0
8658,2.0,3.0,1322.0,276959.0,6037.0
8659,3.0,4.0,2124.0,384643.0,6037.0
8660,3.0,4.0,1752.0,472090.0,6037.0
8661,3.0,4.0,3046.0,782039.0,6037.0
8662,1.0,2.0,1149.0,469391.0,6037.0
8663,2.0,2.0,1037.0,369644.0,6037.0
8664,2.0,2.0,1052.0,274513.0,6037.0
8665,2.5,3.0,1777.0,478166.0,6059.0
8666,3.0,4.0,2200.0,324153.0,6037.0
8667,2.0,5.0,2935.0,1352821.0,6111.0
8668,1.0,2.0,1128.0,43854.0,6037.0
8669,2.5,3.0,1267.0,395000.0,6059.0
8670,2.0,4.0,2476.0,156517.0,6059.0
8671,1.0,3.0,960.0,33498.0,6037.0
8672,1.0,2.0,1224.0,840000.0,6037.0
8673,2.0,3.0,2145.0,127320.0,6037.0
8674,2.0,4.0,2489.0,191117.0,6037.0
8675,1.0,2.0,1257.0,448000.0,6037.0
8676,2.0,4.0,1551.0,638001.0,6037.0
8677,2.0,3.0,1267.0,65176.0,6059.0
8678,1.5,3.0,1099.0,205730.0,6059.0
8679,1.0,1.0,672.0,146100.0,6111.0
8680,2.0,4.0,2200.0,578266.0,6059.0
8681,1.0,3.0,1355.0,236885.0,6037.0
8682,3.0,3.0,2051.0,463069.0,6037.0
8683,3.0,4.0,2042.0,727006.0,6059.0
8684,4.0,4.0,3207.0,63943.0,6037.0
8685,2.5,3.0,1801.0,311209.0,6059.0
8686,2.5,4.0,2961.0,1078000.0,6111.0
8687,1.0,2.0,660.0,329000.0,6037.0
8688,2.0,2.0,1188.0,807714.0,6037.0
8689,2.0,3.0,1498.0,388324.0,6037.0
8690,3.0,3.0,1861.0,143010.0,6037.0
8691,2.0,3.0,1582.0,79891.0,6037.0
8692,2.0,3.0,1358.0,68088.0,6037.0
8693,3.0,3.0,1319.0,249649.0,6037.0
8694,2.0,4.0,1661.0,393501.0,6037.0
8695,2.0,2.0,1054.0,213651.0,6037.0
8696,2.0,3.0,1805.0,72443.0,6037.0
8697,1.0,3.0,929.0,340000.0,6111.0
8698,2.0,3.0,1625.0,587829.0,6059.0
8699,2.0,4.0,1437.0,291791.0,6037.0
8700,2.0,2.0,1347.0,1010104.0,6059.0
8701,3.0,2.0,2352.0,1029727.0,6037.0
8702,2.0,4.0,2038.0,492421.0,6037.0
8703,3.0,4.0,2081.0,178029.0,6037.0
8704,2.5,4.0,2180.0,405847.0,6059.0
8705,4.0,2.0,3998.0,5740519.0,6037.0
8706,2.0,2.0,1347.0,201415.0,6037.0
8707,5.0,5.0,4106.0,767480.0,6037.0
8708,1.5,2.0,1088.0,352000.0,6059.0
8709,1.5,4.0,1355.0,367034.0,6059.0
8710,2.0,4.0,1448.0,131156.0,6059.0
8711,4.0,3.0,3690.0,6497600.0,6037.0
8712,1.0,1.0,617.0,190430.0,6037.0
8713,2.0,3.0,1337.0,707000.0,6037.0
8714,2.0,3.0,1237.0,56368.0,6059.0
8715,1.0,1.0,608.0,134390.0,6037.0
8716,2.0,2.0,1534.0,1468000.0,6037.0
8717,1.0,2.0,736.0,190000.0,6037.0
8718,3.0,4.0,2290.0,388380.0,6059.0
8719,1.0,2.0,1221.0,182078.0,6037.0
8720,2.0,3.0,2031.0,736055.0,6037.0
8721,2.0,3.0,1491.0,183904.0,6037.0
8722,2.0,2.0,1123.0,256271.0,6037.0
8723,2.0,2.0,1451.0,362958.0,6059.0
8724,4.0,5.0,4691.0,1062653.0,6037.0
8725,2.0,4.0,1277.0,280860.0,6037.0
8726,2.0,3.0,1466.0,536000.0,6037.0
8727,2.0,3.0,1544.0,637016.0,6037.0
8728,2.0,1.0,1270.0,572127.0,6037.0
8729,3.0,4.0,1646.0,546121.0,6037.0
8730,2.0,3.0,1484.0,119332.0,6037.0
8731,3.0,4.0,1867.0,287663.0,6037.0
8732,1.0,2.0,1088.0,56489.0,6037.0
8733,8.0,8.0,3937.0,461938.0,6037.0
8734,1.5,3.0,1186.0,183883.0,6059.0
8735,2.0,3.0,1040.0,319430.0,6037.0
8736,1.0,2.0,846.0,171198.0,6037.0
8737,2.0,4.0,1587.0,165991.0,6037.0
8738,2.0,2.0,1694.0,128774.0,6037.0
8739,2.5,4.0,1930.0,505408.0,6059.0
8740,1.0,1.0,622.0,315000.0,6037.0
8741,3.0,4.0,2336.0,490680.0,6037.0
8742,1.0,2.0,1338.0,814837.0,6037.0
8743,2.0,4.0,1359.0,129164.0,6037.0
8744,2.0,3.0,1259.0,103583.0,6037.0
8745,2.5,2.0,1493.0,470782.0,6059.0
8746,1.5,2.0,1190.0,249874.0,6059.0
8747,2.0,4.0,1770.0,435025.0,6059.0
8748,2.0,3.0,1876.0,832061.0,6059.0
8749,2.0,3.0,1196.0,57217.0,6059.0
8750,2.0,3.0,1400.0,66841.0,6037.0
8751,3.0,4.0,2597.0,1500000.0,6037.0
8752,1.0,3.0,1530.0,52235.0,6037.0
8753,3.0,3.0,1355.0,227006.0,6037.0
8754,4.5,4.0,3611.0,872168.0,6111.0
8755,1.0,3.0,1096.0,367000.0,6037.0
8756,3.0,3.0,2076.0,346321.0,6037.0
8757,2.5,2.0,1518.0,503259.0,6059.0
8758,3.0,6.0,2818.0,299036.0,6037.0
8759,7.0,5.0,8610.0,6154034.0,6037.0
8760,2.0,4.0,1545.0,695000.0,6059.0
8761,3.0,4.0,2556.0,377825.0,6037.0
8762,2.0,3.0,1830.0,74029.0,6111.0
8763,2.0,3.0,1241.0,249269.0,6037.0
8764,5.0,5.0,5098.0,1285358.0,6037.0
8765,2.0,4.0,1969.0,61267.0,6059.0
8766,3.0,4.0,1844.0,1359777.0,6037.0
8767,2.0,3.0,1481.0,2040652.0,6037.0
8768,5.0,4.0,3337.0,979715.0,6037.0
8769,3.0,3.0,2356.0,397281.0,6037.0
8770,4.0,4.0,1706.0,600652.0,6037.0
8771,3.0,4.0,2153.0,140644.0,6037.0
8772,1.0,1.0,679.0,275000.0,6037.0
8773,2.0,3.0,1362.0,98523.0,6037.0
8774,3.0,4.0,2322.0,1058894.0,6037.0
8775,5.0,4.0,3555.0,300145.0,6037.0
8776,3.0,4.0,2700.0,1760407.0,6037.0
8777,2.5,3.0,1851.0,644944.0,6059.0
8778,1.0,0.0,820.0,324675.0,6037.0
8779,2.0,3.0,2262.0,824240.0,6037.0
8780,1.0,2.0,996.0,239339.0,6037.0
8781,3.0,5.0,2180.0,844184.0,6037.0
8782,2.5,3.0,1804.0,735000.0,6059.0
8783,2.0,3.0,1774.0,905025.0,6037.0
8784,6.0,4.0,4232.0,4252598.0,6037.0
8785,2.0,2.0,1264.0,464663.0,6037.0
8786,2.0,4.0,1738.0,298124.0,6059.0
8787,3.0,4.0,2247.0,753000.0,6111.0
8788,2.0,4.0,1919.0,286663.0,6037.0
8789,3.0,4.0,2170.0,371200.0,6111.0
8790,2.5,4.0,1560.0,354054.0,6059.0
8791,2.0,3.0,1399.0,52341.0,6037.0
8792,2.0,4.0,2099.0,275398.0,6059.0
8793,4.0,5.0,3110.0,3146943.0,6037.0
8794,2.0,3.0,1410.0,218338.0,6037.0
8795,4.5,5.0,4686.0,1804807.0,6059.0
8796,1.0,2.0,954.0,453470.0,6037.0
8797,2.0,2.0,1761.0,324522.0,6037.0
8798,2.0,3.0,1696.0,741812.0,6037.0
8799,2.0,2.0,961.0,356000.0,6037.0
8800,3.0,4.0,3069.0,690989.0,6059.0
8801,1.5,3.0,1022.0,474000.0,6059.0
8802,2.0,2.0,1690.0,1290000.0,6037.0
8803,3.0,6.0,2336.0,429947.0,6037.0
8804,2.5,3.0,1379.0,487736.0,6059.0
8805,3.0,4.0,2032.0,492295.0,6037.0
8806,1.0,1.0,700.0,387277.0,6037.0
8807,2.5,3.0,1781.0,70001.0,6059.0
8808,1.0,2.0,713.0,161253.0,6037.0
8809,1.0,2.0,1290.0,408345.0,6037.0
8810,3.0,3.0,2647.0,775855.0,6059.0
8811,2.0,4.0,2306.0,215000.0,6037.0
8812,2.5,4.0,3075.0,951279.0,6059.0
8813,1.0,2.0,984.0,37641.0,6037.0
8814,2.0,2.0,843.0,189623.0,6037.0
8815,5.0,6.0,4263.0,1588854.0,6037.0
8816,3.0,4.0,2085.0,120885.0,6037.0
8817,5.0,4.0,3782.0,950932.0,6037.0
8818,2.0,4.0,1484.0,269751.0,6037.0
8819,2.0,3.0,1723.0,1461052.0,6059.0
8820,2.0,3.0,1116.0,541000.0,6037.0
8821,3.0,3.0,2577.0,832504.0,6037.0
8822,2.0,3.0,1008.0,223528.0,6037.0
8823,3.0,2.0,1996.0,140512.0,6037.0
8824,2.0,3.0,1312.0,409036.0,6059.0
8825,1.0,2.0,756.0,314000.0,6037.0
8826,1.0,3.0,1096.0,445000.0,6037.0
8827,1.5,2.0,964.0,269000.0,6059.0
8828,3.0,3.0,1555.0,371841.0,6037.0
8829,0.0,0.0,1074.0,483370.0,6059.0
8830,5.0,4.0,5584.0,729715.0,6037.0
8831,3.0,2.0,1270.0,620706.0,6037.0
8832,2.0,1.0,850.0,108972.0,6037.0
8833,1.0,1.0,810.0,210212.0,6059.0
8834,2.0,4.0,1479.0,80520.0,6037.0
8835,2.0,3.0,1917.0,460810.0,6037.0
8836,0.0,0.0,2635.0,437676.0,6059.0
8837,2.0,2.0,1591.0,292392.0,6037.0
8838,2.0,3.0,1483.0,236046.0,6037.0
8839,3.0,4.0,2359.0,289582.0,6111.0
8840,3.0,4.0,1920.0,309988.0,6037.0
8841,3.0,4.0,2130.0,115002.0,6059.0
8842,5.0,5.0,4969.0,555319.0,6037.0
8843,1.0,2.0,840.0,45731.0,6037.0
8844,3.0,3.0,1478.0,385217.0,6037.0
8845,1.0,3.0,1054.0,372000.0,6037.0
8846,3.0,3.0,3511.0,169570.0,6059.0
8847,1.0,2.0,740.0,27699.0,6037.0
8848,2.5,4.0,2070.0,257606.0,6111.0
8849,2.0,4.0,1759.0,792603.0,6037.0
8850,4.0,5.0,2260.0,109724.0,6037.0
8851,3.0,4.0,1807.0,154389.0,6037.0
8852,2.0,2.0,1434.0,677051.0,6037.0
8853,1.0,3.0,1184.0,503247.0,6037.0
8854,1.5,3.0,1343.0,120058.0,6059.0
8855,2.5,2.0,1256.0,437000.0,6059.0
8856,2.0,3.0,1138.0,440618.0,6037.0
8857,2.0,2.0,1162.0,502548.0,6059.0
8858,1.0,3.0,1338.0,417192.0,6037.0
8859,2.0,3.0,1233.0,173718.0,6037.0
8860,3.0,2.0,1236.0,414000.0,6037.0
8861,2.0,2.0,1204.0,173433.0,6059.0
8862,1.5,3.0,1156.0,377969.0,6059.0
8863,4.5,5.0,4672.0,2486000.0,6059.0
8864,2.0,2.0,1187.0,218739.0,6111.0
8865,1.0,2.0,808.0,487015.0,6037.0
8866,2.0,4.0,2121.0,124910.0,6037.0
8867,3.0,4.0,1942.0,280810.0,6037.0
8868,1.0,2.0,1115.0,133858.0,6037.0
8869,3.0,3.0,1971.0,539000.0,6037.0
8870,3.0,4.0,1935.0,626497.0,6037.0
8871,1.0,3.0,1312.0,388218.0,6037.0
8872,1.0,2.0,876.0,333300.0,6037.0
8873,1.0,2.0,693.0,198160.0,6037.0
8874,2.0,2.0,1304.0,620285.0,6059.0
8875,1.0,2.0,928.0,410845.0,6111.0
8876,2.5,4.0,2580.0,1475636.0,6059.0
8877,3.0,3.0,1642.0,453608.0,6059.0
8878,1.0,3.0,1082.0,244060.0,6037.0
8879,3.0,4.0,3500.0,480158.0,6059.0
8880,1.0,2.0,845.0,250789.0,6037.0
8881,3.0,5.0,2093.0,130724.0,6059.0
8882,2.0,3.0,1587.0,99911.0,6037.0
8883,1.0,3.0,1036.0,220297.0,6037.0
8884,3.0,3.0,1242.0,184688.0,6037.0
8885,2.0,3.0,1323.0,456862.0,6037.0
8886,2.0,4.0,3040.0,1137453.0,6037.0
8887,2.0,2.0,2097.0,84856.0,6037.0
8888,2.0,3.0,1500.0,96667.0,6037.0
8889,3.0,4.0,1674.0,205437.0,6037.0
8890,3.0,4.0,2614.0,598299.0,6037.0
8891,2.5,3.0,1332.0,416283.0,6111.0
8892,2.0,2.0,1237.0,456663.0,6059.0
8893,3.0,5.0,1872.0,90206.0,6111.0
8894,2.0,3.0,982.0,366100.0,6037.0
8895,2.0,3.0,1277.0,409851.0,6037.0
8896,2.5,2.0,1306.0,328211.0,6059.0
8897,2.0,3.0,1080.0,286796.0,6037.0
8898,2.0,3.0,1167.0,790000.0,6037.0
8899,1.0,2.0,922.0,197417.0,6037.0
8900,1.0,1.0,528.0,243347.0,6111.0
8901,2.0,3.0,1372.0,752000.0,6037.0
8902,3.0,2.0,1752.0,2056054.0,6059.0
8903,2.0,2.0,1017.0,135970.0,6037.0
8904,2.0,2.0,1098.0,183284.0,6037.0
8905,1.0,2.0,956.0,236883.0,6037.0
8906,1.0,2.0,792.0,255800.0,6037.0
8907,1.0,2.0,920.0,252211.0,6037.0
8908,3.0,2.0,2464.0,1165055.0,6037.0
8909,2.0,3.0,1925.0,302249.0,6037.0
8910,2.0,2.0,1160.0,305480.0,6037.0
8911,1.0,3.0,1134.0,56283.0,6037.0
8912,1.5,2.0,1056.0,424000.0,6059.0
8913,2.0,2.0,954.0,231156.0,6037.0
8914,3.5,3.0,3100.0,1114087.0,6111.0
8915,2.0,3.0,1398.0,338000.0,6037.0
8916,3.0,4.0,2190.0,465000.0,6037.0
8917,3.0,5.0,3080.0,362435.0,6037.0
8918,3.0,4.0,1947.0,184179.0,6037.0
8919,2.0,2.0,989.0,110011.0,6059.0
8920,4.0,4.0,2704.0,264074.0,6037.0
8921,3.0,2.0,1111.0,247274.0,6037.0
8922,2.5,3.0,1804.0,533299.0,6059.0
8923,2.5,4.0,1950.0,326338.0,6111.0
8924,3.0,3.0,1204.0,216579.0,6037.0
8925,1.0,2.0,697.0,327744.0,6111.0
8926,2.0,3.0,1079.0,205625.0,6037.0
8927,2.0,3.0,1578.0,369125.0,6037.0
8928,2.0,4.0,1340.0,72903.0,6059.0
8929,2.0,3.0,1925.0,441974.0,6037.0
8930,2.0,3.0,1583.0,707000.0,6059.0
8931,6.0,5.0,4152.0,2509359.0,6037.0
8932,2.0,2.0,880.0,275661.0,6037.0
8933,3.0,4.0,2187.0,735000.0,6037.0
8934,3.0,2.0,1817.0,407928.0,6037.0
8935,2.0,3.0,1616.0,909186.0,6059.0
8936,3.0,2.0,1770.0,450420.0,6037.0
8937,2.0,3.0,1681.0,337694.0,6059.0
8938,2.0,2.0,1361.0,433370.0,6059.0
8939,2.0,3.0,1900.0,132841.0,6037.0
8940,2.5,3.0,1261.0,213303.0,6111.0
8941,3.0,2.0,1074.0,285000.0,6037.0
8942,1.0,3.0,1516.0,39709.0,6037.0
8943,3.0,3.0,1572.0,349512.0,6037.0
8944,1.0,2.0,756.0,33710.0,6037.0
8945,2.0,2.0,1323.0,431000.0,6037.0
8946,3.0,5.0,2164.0,307489.0,6037.0
8947,5.0,5.0,3814.0,1643584.0,6037.0
8948,3.5,5.0,3732.0,1007000.0,6111.0
8949,3.0,3.0,1318.0,369855.0,6037.0
8950,3.0,3.0,1732.0,171117.0,6037.0
8951,2.5,3.0,2023.0,762000.0,6059.0
8952,2.0,3.0,1175.0,226978.0,6037.0
8953,2.0,3.0,1373.0,65145.0,6111.0
8954,2.0,2.0,1264.0,405753.0,6037.0
8955,4.0,4.0,3932.0,2157406.0,6037.0
8956,5.0,5.0,3264.0,299000.0,6037.0
8957,2.0,2.0,1496.0,367966.0,6037.0
8958,2.0,4.0,2037.0,78577.0,6059.0
8959,1.0,2.0,780.0,410890.0,6037.0
8960,4.0,7.0,2841.0,407928.0,6037.0
8961,2.0,3.0,2442.0,159427.0,6037.0
8962,3.0,3.0,1289.0,362239.0,6037.0
8963,2.0,3.0,1529.0,91912.0,6037.0
8964,2.0,2.0,1641.0,62090.0,6037.0
8965,2.0,3.0,1268.0,424000.0,6037.0
8966,2.5,3.0,2301.0,644683.0,6059.0
8967,1.0,1.0,678.0,231000.0,6059.0
8968,2.0,3.0,1502.0,381717.0,6059.0
8969,2.0,3.0,1096.0,248984.0,6037.0
8970,3.0,4.0,3097.0,515312.0,6059.0
8971,1.0,3.0,1045.0,18584.0,6037.0
8972,2.5,5.0,2136.0,102508.0,6059.0
8973,3.0,3.0,1895.0,211883.0,6037.0
8974,3.0,4.0,1911.0,305744.0,6037.0
8975,2.0,3.0,1354.0,133295.0,6037.0
8976,2.0,3.0,2013.0,158595.0,6037.0
8977,2.0,3.0,1279.0,275940.0,6037.0
8978,2.0,4.0,1494.0,250288.0,6059.0
8979,2.0,3.0,1227.0,139751.0,6037.0
8980,2.5,4.0,3153.0,867000.0,6111.0
8981,2.0,3.0,1778.0,190814.0,6037.0
8982,3.0,5.0,1815.0,505835.0,6059.0
8983,3.0,4.0,1252.0,344761.0,6037.0
8984,3.0,3.0,1918.0,485059.0,6037.0
8985,3.0,3.0,2100.0,945000.0,6059.0
8986,2.0,4.0,1612.0,382499.0,6111.0
8987,2.0,3.0,1222.0,184555.0,6037.0
8988,2.0,3.0,1438.0,119436.0,6037.0
8989,2.0,3.0,1216.0,54265.0,6037.0
8990,3.0,4.0,2498.0,434987.0,6059.0
8991,2.0,4.0,2085.0,434356.0,6111.0
8992,1.5,3.0,988.0,400000.0,6111.0
8993,2.0,3.0,1200.0,502000.0,6111.0
8994,3.0,4.0,2560.0,846600.0,6037.0
8995,1.0,3.0,1058.0,635546.0,6037.0
8996,3.0,4.0,2728.0,809000.0,6059.0
8997,3.0,2.0,1317.0,280000.0,6037.0
8998,0.0,0.0,660.0,746757.0,6037.0
8999,3.0,4.0,2139.0,60642.0,6037.0
9000,1.0,2.0,912.0,36031.0,6037.0
9001,2.5,3.0,1390.0,473241.0,6059.0
9002,2.0,3.0,1132.0,637000.0,6037.0
9003,2.0,2.0,1533.0,343548.0,6059.0
9004,2.0,2.0,2272.0,567122.0,6037.0
9005,1.0,3.0,1350.0,62477.0,6037.0
9006,2.5,3.0,1297.0,313006.0,6059.0
9007,2.0,3.0,2839.0,531060.0,6037.0
9008,1.0,3.0,1368.0,247357.0,6037.0
9009,2.0,2.0,849.0,207731.0,6059.0
9010,2.5,3.0,2612.0,646714.0,6059.0
9011,3.0,4.0,1591.0,897000.0,6037.0
9012,1.0,2.0,896.0,274415.0,6059.0
9013,3.0,3.0,2212.0,378340.0,6037.0
9014,3.0,4.0,2650.0,793000.0,6037.0
9015,1.0,3.0,1154.0,163736.0,6037.0
9016,1.0,2.0,800.0,263965.0,6037.0
9017,3.5,4.0,2169.0,207362.0,6059.0
9018,2.0,3.0,1500.0,63357.0,6111.0
9019,2.0,3.0,1100.0,119940.0,6037.0
9020,2.5,2.0,1449.0,414213.0,6059.0
9021,2.0,3.0,1644.0,399083.0,6037.0
9022,2.0,2.0,764.0,150150.0,6037.0
9023,2.0,3.0,1283.0,396000.0,6037.0
9024,3.0,4.0,1800.0,428023.0,6111.0
9025,3.0,3.0,2331.0,514983.0,6037.0
9026,2.0,4.0,1763.0,95743.0,6037.0
9027,3.0,2.0,905.0,227816.0,6037.0
9028,1.0,3.0,1003.0,466000.0,6059.0
9029,2.0,3.0,1160.0,393500.0,6111.0
9030,3.0,2.0,2351.0,443632.0,6037.0
9031,2.0,4.0,1941.0,265000.0,6037.0
9032,3.0,3.0,1663.0,226000.0,6037.0
9033,5.0,6.0,6248.0,903723.0,6037.0
9034,4.0,5.0,3600.0,344419.0,6037.0
9035,1.0,3.0,1236.0,423666.0,6037.0
9036,2.5,4.0,2247.0,504510.0,6111.0
9037,2.0,3.0,1245.0,236264.0,6037.0
9038,1.0,3.0,864.0,33291.0,6037.0
9039,1.0,2.0,1120.0,62495.0,6037.0
9040,1.0,3.0,1002.0,155664.0,6037.0
9041,1.0,2.0,720.0,206900.0,6037.0
9042,2.0,4.0,1408.0,176937.0,6037.0
9043,1.0,2.0,953.0,133350.0,6037.0
9044,1.0,3.0,1668.0,54419.0,6037.0
9045,3.0,3.0,1907.0,650313.0,6037.0
9046,1.0,2.0,750.0,243660.0,6111.0
9047,3.0,3.0,1766.0,472321.0,6037.0
9048,3.0,3.0,1822.0,344696.0,6037.0
9049,3.0,4.0,2522.0,365817.0,6037.0
9050,2.0,3.0,1231.0,188634.0,6037.0
9051,2.0,3.0,1498.0,554000.0,6037.0
9052,2.0,2.0,1132.0,379000.0,6059.0
9053,2.0,3.0,1644.0,299119.0,6037.0
9054,3.0,3.0,2193.0,2099901.0,6037.0
9055,1.0,2.0,1415.0,205719.0,6037.0
9056,2.0,3.0,1716.0,344583.0,6059.0
9057,3.0,3.0,1829.0,294405.0,6037.0
9058,2.0,3.0,2498.0,758984.0,6037.0
9059,3.0,3.0,1758.0,527590.0,6037.0
9060,2.0,3.0,1650.0,89229.0,6037.0
9061,1.0,3.0,1092.0,164560.0,6037.0
9062,4.0,5.0,3956.0,523173.0,6037.0
9063,2.0,3.0,1297.0,85901.0,6037.0
9064,2.0,3.0,1287.0,253586.0,6037.0
9065,2.0,4.0,1541.0,47158.0,6037.0
9066,2.0,3.0,2032.0,440000.0,6037.0
9067,2.0,2.0,1071.0,41575.0,6037.0
9068,3.0,4.0,2079.0,125101.0,6037.0
9069,2.0,1.0,1190.0,711000.0,6037.0
9070,1.0,2.0,893.0,213202.0,6037.0
9071,4.0,4.0,3126.0,1212208.0,6037.0
9072,3.0,4.0,2529.0,273000.0,6037.0
9073,2.5,3.0,1467.0,393500.0,6111.0
9074,2.5,2.0,1158.0,477000.0,6059.0
9075,2.0,3.0,1384.0,482000.0,6037.0
9076,2.0,2.0,1223.0,451000.0,6037.0
9077,5.0,5.0,4412.0,1239916.0,6037.0
9078,1.0,3.0,1092.0,179911.0,6037.0
9079,2.0,4.0,1260.0,496000.0,6111.0
9080,2.0,2.0,1079.0,312261.0,6037.0
9081,2.0,3.0,2096.0,35776.0,6037.0
9082,1.5,3.0,1727.0,300220.0,6059.0
9083,3.0,5.0,3247.0,204787.0,6037.0
9084,1.0,2.0,1110.0,64353.0,6037.0
9085,7.5,5.0,10671.0,4543068.0,6059.0
9086,3.0,2.0,1816.0,395286.0,6037.0
9087,3.0,5.0,2741.0,920000.0,6037.0
9088,3.0,2.0,1265.0,328191.0,6037.0
9089,3.0,2.0,1250.0,465989.0,6037.0
9090,1.0,2.0,1407.0,323371.0,6037.0
9091,2.0,2.0,1182.0,180111.0,6037.0
9092,8.0,12.0,5236.0,247821.0,6037.0
9093,5.0,8.0,3234.0,196269.0,6037.0
9094,0.0,0.0,4065.0,95623.0,6037.0
9095,2.0,3.0,1929.0,1065600.0,6037.0
9096,3.0,3.0,2952.0,1565033.0,6037.0
9097,2.5,4.0,1618.0,315465.0,6059.0
9098,2.0,4.0,1263.0,188684.0,6037.0
9099,4.0,5.0,3936.0,4143556.0,6037.0
9100,1.0,2.0,749.0,100832.0,6059.0
9101,3.0,3.0,1438.0,245287.0,6037.0
9102,3.0,2.0,1397.0,833603.0,6037.0
9103,2.0,3.0,1761.0,280923.0,6059.0
9104,1.5,3.0,1349.0,71469.0,6059.0
9105,1.0,2.0,796.0,17991.0,6037.0
9106,1.0,3.0,1161.0,66222.0,6037.0
9107,2.0,2.0,1181.0,400000.0,6037.0
9108,2.0,4.0,1698.0,270355.0,6037.0
9109,0.0,0.0,4224.0,338022.0,6037.0
9110,2.0,2.0,1071.0,477466.0,6059.0
9111,2.0,4.0,1770.0,131863.0,6111.0
9112,3.0,4.0,2808.0,657562.0,6037.0
9113,3.0,3.0,1630.0,453464.0,6037.0
9114,2.5,3.0,1470.0,565000.0,6059.0
9115,1.0,3.0,936.0,204500.0,6111.0
9116,2.0,3.0,1440.0,579000.0,6059.0
9117,1.0,2.0,1167.0,478526.0,6037.0
9118,3.0,4.0,2730.0,344755.0,6037.0
9119,2.0,2.0,1404.0,251031.0,6037.0
9120,2.0,3.0,1833.0,455000.0,6059.0
9121,3.5,5.0,2816.0,866000.0,6059.0
9122,2.0,2.0,1310.0,439000.0,6037.0
9123,2.0,2.0,1378.0,506023.0,6059.0
9124,3.0,2.0,1320.0,712810.0,6037.0
9125,2.0,1.0,934.0,320000.0,6059.0
9126,3.0,4.0,2150.0,407342.0,6037.0
9127,1.0,3.0,1133.0,345355.0,6037.0
9128,1.0,2.0,1107.0,393501.0,6037.0
9129,3.0,4.0,2864.0,602387.0,6059.0
9130,1.0,1.0,807.0,127795.0,6037.0
9131,2.0,3.0,1563.0,472301.0,6059.0
9132,2.5,4.0,2553.0,745000.0,6059.0
9133,2.0,3.0,1428.0,243202.0,6111.0
9134,2.5,4.0,2086.0,445330.0,6059.0
9135,3.0,4.0,2374.0,838380.0,6037.0
9136,2.5,3.0,1473.0,710000.0,6059.0
9137,2.0,3.0,1554.0,133679.0,6059.0
9138,3.0,3.0,1288.0,1307014.0,6037.0
9139,3.0,3.0,1469.0,287013.0,6037.0
9140,2.0,4.0,1462.0,442266.0,6111.0
